Date,pce,pcepricepressures,ppitottradeindu,cpiallitemcityexfoodenergy,cpiallitemcity,incomerealpersonal,ppiallcomm,cpiexfoodenergy,pceexfoodenergy,ppipulp,pricenationalhome20,pricenationalhome,cpiallitem,monbase,monm3,ratebaa,rateaaa,ratetb3m,ratenonfincp,retailexfood,ppitotretail,invneworder,invmanudgorder,invmanusales,invmanuinvtosales,invmanu,invtotalinvtosales,houspermits,housstartsMW,housstartsW,housstartsS,housstartsNE,empchicago_activity,empunleavers,empun20plus,empun20s,empunflows,empunconst,emptotsvcs,emptemphelp,empunemp,empunwks_27plus,empunwks_average,empunwks_median,empunlevel,empunrate,empcons,empgov,emptp,empft,manu,iput,ipmin,ipnm,ipdm,ipman,ipngm,ipdgm,ipm,ipbe,ipncs,ipdcg,ipcg,ippt,ipti
2009-12-01,9998.9,0.13034286,111.8,119.45100000000001,124.544,12808.646,178.1,220.88099999999997,96.10799999999999,158.6,146.24863895572,146.672,217.347,2017.35,8483400000000.0,6.37,5.26,0.05,0.16,0.6,109.3,54427.0,159766.0,3.7,1.27,491126,1.28,664.0,97.0,108.0,313.0,63.0,-0.44,6.1,9.2,15.5,2373,22.7,111996,1905.5,10.4,6122,29.7,20.1,15098,9.9,5654,22482,107306,14334.8,67.1104,102.7345,81.7665,98.2026,83.3061,91.0891,96.2127,79.0554,86.5814,80.7459,103.8991,85.9085,99.9696,93.9519,90.4641
2010-01-01,10001.8,0.11840747,112.6,119.478,124.98700000000001,12860.097,181.9,220.63299999999998,96.228,161.7,146.934020078935,145.003,217.488,2010.154,8445700000000.001,6.25,5.26,0.06,0.13,0.0,108.7,52365.0,182084.0,-7.0,1.4,503022,1.27,636.0,94.0,126.0,325.0,69.0,0.0,6.0,9.1,15.9,2228,24.7,112083,1954.6,10.4,6319,30.3,20.0,15046,9.8,5580,22491,107299,14401.0,68.0522,103.2354,83.4813,98.7584,84.8791,92.0942,97.5497,79.8949,87.8523,81.0137,105.5748,89.1708,102.0085,95.4521,91.387
2010-02-01,10030.6,0.23820213,113.2,119.705,124.97200000000001,12852.303,181.0,220.731,96.29799999999999,166.9,146.917721875114,143.056,217.28099999999998,2151.018,8495299999999.999,6.34,5.35,0.11,0.15,0.0,110.3,53386.0,177621.0,1.0,1.41,512235,1.28,650.0,109.0,139.0,286.0,70.0,-0.37,5.8,9.2,15.8,2341,27.1,112071,1965.5,10.5,6129,29.8,19.9,15113,9.8,5500,22476,107222,14397.1,68.1872,104.7664,84.9676,98.7139,84.9734,92.0494,98.976,81.3153,89.0338,81.5819,102.2793,92.9463,100.3194,94.5915,91.4674
2010-03-01,10089.1,0.03325755,113.2,119.90799999999999,125.44200000000001,12892.933,183.3,220.783,96.42200000000001,170.0,146.200752727837,143.597,217.35299999999998,2106.633,8492400000000.0,6.27,5.27,0.15,0.2,2.5,109.6,56130.0,179916.0,17.0,1.21,512074,1.26,687.0,96.0,133.0,342.0,65.0,0.09,5.9,9.2,15.8,2310,24.9,112207,1993.0,10.4,6545,31.6,20.4,15202,9.9,5537,22518,107361,14446.7,69.1653,101.2295,85.8503,99.3204,86.5642,93.1387,99.846,86.3287,90.0103,84.1362,101.1367,96.3834,100.2155,95.4258,92.6343
2010-04-01,10112.9,0.29805773,113.7,119.956,125.62,12998.264,184.4,220.822,96.456,175.4,147.06672610313402,145.4,217.403,2044.379,8522799999999.999,6.25,5.29,0.16,0.23,0.7,111.3,52604.0,186063.0,-3.6,1.27,517995,1.25,637.0,118.0,108.0,379.0,82.0,0.35,6.1,9.3,17.2,2274,21.8,112381,2021.7,10.6,6800,33.3,22.1,15325,9.9,5553,22569,107541,14427.2,69.9206,98.102,86.2974,99.6975,87.7906,93.9136,100.6411,86.0274,89.3039,84.5102,96.7633,94.4962,96.3974,93.1458,91.5249
2010-05-01,10131.0,0.30423264,114.3,119.945,125.678,13107.196000000002,184.8,220.96200000000002,96.552,186.2,147.27409250165599,147.034,217.29,2034.558,8577500000000.0,6.05,4.96,0.16,0.28,-1.0,111.8,57162.0,186327.0,0.0,1.27,519920,1.26,575.0,108.0,113.0,290.0,72.0,0.14,6.6,9.0,14.7,2349,20.1,112908,2066.1,10.3,6638,34.0,22.3,14849,9.6,5520,22996,107654,14438.6,71.0434,102.2179,86.2278,100.4743,89.5666,95.2147,101.4383,87.794,90.9875,86.716,98.9304,97.4908,98.7523,95.2503,93.38
2010-06-01,10151.4,0.0791043,112.7,119.948,125.521,13137.355,183.5,221.19400000000002,96.584,194.9,147.044228483813,147.69799999999995,217.199,2024.0770000000002,8596600000000.0,6.23,4.88,0.12,0.32,0.0,109.1,59728.0,187821.0,4.9,1.21,517544,1.27,587.0,84.0,109.0,281.0,62.0,-0.13,6.2,8.8,15.2,2164,20.1,112748,2093.8,10.1,6623,34.5,25.2,14474,9.4,5516,22740,107771,14442.1,71.0839,104.2565,86.4064,100.1433,89.6312,95.1014,103.3945,90.9641,93.8931,88.8787,102.8159,98.5357,101.9971,97.892,96.2934
2010-07-01,10184.7,0.00788724,112.4,119.958,125.536,13176.118,184.1,221.363,96.585,196.1,146.408583506448,147.556,217.605,2015.265,8606200000000.001,6.01,4.72,0.16,0.27,0.1,109.8,56453.0,190184.0,-7.1,1.32,526653,1.27,579.0,92.0,107.0,271.0,76.0,0.08,6.2,8.8,15.5,2296,17.3,112650,2097.4,10.1,6506,33.9,22.3,14512,9.4,5508,22569,107858,14449.2,71.6493,103.3602,86.9482,99.9913,90.8133,95.6597,102.2805,85.9416,92.4269,84.6134,103.5329,88.1941,100.2173,95.5937,94.5971
2010-08-01,10228.2,0.01805338,112.8,120.15799999999999,125.756,13224.463,184.9,221.50900000000001,96.67399999999999,197.0,145.541771149088,146.41899999999995,217.923,2014.724,8656500000000.0,5.66,4.49,0.16,0.25,0.6,109.6,58633.0,191625.0,6.7,1.25,529755,1.27,580.0,106.0,136.0,282.0,75.0,-0.06,5.9,8.9,14.7,2396,17.0,112629,2118.0,10.2,6259,33.7,21.0,14648,9.5,5524,22420,108002,14454.3,71.8791,103.6475,88.1953,100.4142,90.7326,95.7403,103.6116,90.4232,94.9163,88.1162,105.8568,97.2612,104.0529,99.1335,97.2627
2010-09-01,10249.0,0.0353176,113.2,120.32799999999999,125.83,13222.624,184.9,221.71099999999998,96.72200000000001,199.7,144.55529045657698,144.602,218.275,1981.247,8687700000000.001,5.66,4.53,0.15,0.24,0.8,110.0,59839.0,200257.0,1.5,1.23,530756,1.28,563.0,95.0,133.0,296.0,70.0,-0.04,5.5,8.8,14.8,2231,17.2,112570,2147.0,10.2,6163,33.4,20.3,14579,9.5,5501,22247,108110,14478.3,72.013,103.6875,89.5032,100.1661,90.9831,95.7381,103.074,92.5518,94.8159,88.1077,101.5367,96.5201,100.5205,96.6786,96.1605
2010-10-01,10304.7,0.01582764,113.7,120.427,125.969,13247.875,186.6,221.83,96.84299999999999,196.0,143.627178384733,143.127,219.035,1998.588,8736700000000.001,5.72,4.68,0.13,0.23,1.3,111.4,57751.0,194567.0,-1.5,1.27,541044,1.27,558.0,94.0,101.0,265.0,83.0,0.15,5.9,8.7,15.3,2232,17.3,112824,2180.5,10.2,6227,34.0,21.2,14516,9.4,5508,22297,108328,14510.7,72.1773,100.2475,89.593,99.8979,91.3439,95.8235,101.5595,92.0467,93.2114,89.3453,100.2517,98.7278,99.9989,96.6554,95.0443
2010-11-01,10354.7,0.0425202,113.5,120.329,125.92,13279.581,187.7,222.149,96.955,194.0,143.28209374429701,141.822,219.59,1991.1979999999999,8757400000000.0,5.92,4.87,0.14,0.23,1.1,110.6,60426.0,196177.0,-3.0,1.32,544921,1.27,560.0,109.0,97.0,266.0,73.0,-0.11,5.7,9.2,16.1,2601,18.8,112923,2206.2,10.5,6326,33.9,21.0,15081,9.8,5506,22287,108463,14486.0,72.3037,101.4719,88.9334,99.7362,91.5499,95.8588,100.5916,90.1771,92.5163,88.2678,99.9589,93.1444,98.5613,95.4383,94.1677
2010-12-01,10392.1,0.01203431,113.2,120.171,126.14299999999999,13374.156,189.7,222.343,96.975,194.6,142.967442908739,140.634,220.472,2009.3529999999998,8789299999999.999,6.1,5.02,0.14,0.23,0.6,110.5,61858.0,194518.0,3.5,1.26,537702,1.27,632.0,68.0,140.0,273.0,58.0,0.07,6.4,8.7,15.1,2206,20.7,113026,2259.2,10.1,6429,34.7,21.9,14348,9.3,5467,22266,108556,14474.1,72.7461,106.8722,89.4138,100.1421,92.0726,96.3062,100.0876,90.7867,94.2491,87.3694,104.5704,88.1168,101.1128,96.9056,95.6922
2011-01-01,10435.5,0.03928101,112.8,120.40700000000001,126.77799999999999,13541.211000000001,192.7,222.803,97.214,194.4,142.59081958226102,139.045,221.187,2057.208,8825900000000.0,6.09,5.04,0.15,0.24,0.7,110.1,60696.0,203534.0,-5.6,1.38,557314,1.25,576.0,115.0,119.0,303.0,93.0,0.0,6.5,8.5,15.2,2152,22.5,113057,2231.7,9.7,6175,37.2,21.5,14013,9.1,5427,22258,108583,14537.1,72.9741,104.6486,89.3023,99.8526,92.6942,96.4566,100.0736,90.6004,93.9518,88.0654,105.3087,92.8735,102.7036,98.0293,95.5885
2011-02-01,10470.1,0.085745,114.1,120.78299999999999,127.363,13576.031,195.8,223.213,97.396,195.0,142.048478894428,137.741,221.898,2243.647,8871400000000.0,6.15,5.22,0.13,0.23,0.8,111.3,59049.0,195611.0,1.1,1.39,568206,1.26,542.0,64.0,90.0,311.0,52.0,0.33,6.4,8.4,15.3,2043,21.8,113209,2266.0,9.6,5892,37.4,21.1,13820,9.0,5451,22215,108838,14558.2,73.1525,102.8084,87.4154,99.4734,93.3136,96.5805,100.0678,91.4971,93.1988,89.314,101.5518,99.1829,101.0578,97.2243,94.7486
2011-03-01,10550.5,0.0811799,115.8,121.103,128.585,13540.028,199.2,223.454,97.54299999999999,197.0,140.398786560063,137.79,223.046,2428.2729999999997,8915700000000.0,6.03,5.13,0.1,0.23,1.0,113.1,62057.0,210937.0,19.0,1.18,573179,1.24,583.0,81.0,116.0,341.0,62.0,0.19,6.4,8.4,15.0,2132,20.0,113382,2297.2,9.5,6105,39.1,21.5,13737,9.0,5477,22192,109096,14589.2,73.6618,102.5294,90.6036,100.1389,93.8842,97.1406,101.691,96.2004,95.528,90.1684,100.6606,103.5279,101.2532,97.568,96.4289
2011-04-01,10587.6,0.0807501,115.7,121.473,129.483,13516.405,203.1,223.727,97.76100000000001,197.6,140.693208305142,139.155,224.093,2531.765,8977900000000.0,6.02,5.16,0.06,0.2,0.7,112.3,61957.0,201546.0,-6.0,1.29,586952,1.25,581.0,94.0,123.0,280.0,57.0,0.14,6.8,8.5,14.9,2268,17.8,113645,2292.2,9.7,5925,38.7,20.9,13957,9.1,5485,22184,109418,14646.2,73.2594,102.0916,91.1147,100.0471,92.9137,96.5963,100.9735,93.6096,93.8848,88.578,98.0515,97.1077,97.864,94.9801,94.5455
2011-05-01,10612.0,0.30448877,117.3,121.62799999999999,129.999,13505.003,204.1,224.175,97.994,198.6,140.427677738343,140.685,224.80599999999998,2590.433,9029200000000.0,5.78,4.96,0.04,0.16,-0.3,113.3,63863.0,205957.0,2.2,1.27,594696,1.27,618.0,105.0,133.0,265.0,58.0,0.05,6.6,8.5,14.8,2212,16.3,113696,2294.1,9.6,6153,39.6,21.6,13855,9.0,5516,22129,109574,14645.8,73.3715,101.551,92.1304,99.5734,93.5909,96.7157,99.9321,94.576,94.2632,89.7844,99.0038,98.0736,98.82,96.0048,95.3122
2011-06-01,10636.8,0.29610665,116.8,121.77,129.846,13572.943000000001,203.9,224.697,98.10600000000001,198.7,140.364289103802,141.937,224.80599999999998,2671.528,9113400000000.0,5.75,4.99,0.04,0.15,0.7,113.2,63492.0,201861.0,4.0,1.21,588944,1.27,636.0,124.0,130.0,285.0,69.0,0.05,7.0,8.5,14.3,2135,15.6,113894,2282.2,9.7,6271,39.9,22.4,13962,9.1,5528,22164,109775,14681.7,73.4528,102.7195,92.6394,99.6087,93.7919,96.8202,101.1155,97.9472,97.0559,91.6073,103.2056,99.2837,102.4228,98.9007,98.2958
2011-07-01,10677.5,0.32833798,116.0,121.929,129.983,13620.413999999999,204.6,225.218,98.265,200.3,140.327309611902,142.335,225.395,2703.5879999999997,9301400000000.0,5.76,4.93,0.04,0.14,-0.1,112.0,64870.0,207547.0,-8.2,1.35,599464,1.26,621.0,92.0,136.0,307.0,88.0,0.16,6.8,8.4,14.5,2105,13.6,113905,2273.4,9.6,6195,40.7,22.0,13763,9.0,5547,22049,109950,14725.4,73.8951,104.4551,92.1118,100.0462,94.5793,97.4453,100.4624,92.3972,95.8393,88.3264,104.5162,89.7404,101.5748,97.5767,97.1811
2011-08-01,10700.6,0.39293512,117.8,122.325,130.351,13605.561000000002,203.2,225.862,98.47,199.0,140.04893648058,141.778,226.106,2680.468,9515100000000.0,5.36,4.37,0.02,0.16,0.3,114.3,64663.0,215526.0,8.7,1.24,601731,1.26,647.0,87.0,142.0,300.0,56.0,-0.03,7.1,8.4,14.5,2016,13.5,114005,2314.5,9.6,6048,40.5,22.4,13818,9.0,5552,22017,110108,14719.4,74.1207,104.3554,93.7639,99.9966,95.3061,97.788,100.5682,96.5867,97.9656,92.0249,106.7718,99.9392,105.4084,101.1943,99.6962
2011-09-01,10738.1,0.40611821,118.0,122.641,130.635,13582.785,203.7,226.118,98.54299999999999,195.2,139.42377197782102,140.16,226.597,2656.663,9539700000000.0,5.27,4.09,0.01,0.14,1.0,115.2,65559.0,207678.0,-1.3,1.25,595257,1.26,610.0,99.0,164.0,328.0,59.0,0.23,7.0,8.4,14.6,2408,13.3,114191,2344.9,9.7,6304,40.4,22.0,13948,9.0,5584,21983,110375,14743.8,74.3111,102.5291,93.2616,100.1907,95.7633,98.1229,100.6896,99.207,97.3273,92.6513,102.856,99.31,102.1474,99.2567,98.6057
2011-10-01,10753.1,0.30581904,116.9,122.885,130.373,13599.436000000002,201.1,226.50599999999997,98.596,192.1,138.659430005963,138.4,226.75,2678.5409999999997,9571300000000.0,5.37,3.98,0.02,0.15,0.6,114.3,67585.0,208606.0,-1.8,1.29,605593,1.26,671.0,104.0,128.0,314.0,64.0,0.1,8.0,8.2,13.9,2123,13.7,114374,2363.1,9.4,5838,38.7,20.6,13594,8.8,5588,21998,110564,14749.5,74.6435,101.1872,95.5154,100.4795,96.5217,98.6549,100.4789,98.1134,97.1388,94.3346,101.2515,102.8641,101.573,99.4795,98.2439
2011-11-01,10759.5,0.12394731,116.9,122.898,130.196,13591.318000000001,201.4,226.899,98.805,187.9,137.942064757195,136.655,227.169,2623.1929999999998,9612300000000.0,5.14,3.87,0.01,0.14,0.5,115.2,65081.0,217018.0,-3.5,1.33,604839,1.27,706.0,93.0,171.0,348.0,99.0,0.07,7.6,8.0,14.3,2139,13.1,114507,2376.1,9.3,5698,40.2,20.8,13302,8.6,5593,21971,110723,14754.8,74.3519,100.4324,96.5121,99.7955,96.618,98.3908,98.9908,96.466,96.8751,94.3822,100.9368,97.0824,100.165,98.6864,97.5767
2011-12-01,10772.2,0.25018942,116.6,122.811,129.844,13714.357,199.8,227.405,98.971,182.1,137.371718515667,135.159,227.22299999999998,2603.716,9651100000000.0,5.25,3.93,0.01,0.14,0.2,114.2,68520.0,226369.0,0.9,1.29,589036,1.26,697.0,177.0,130.0,326.0,61.0,0.19,7.2,7.9,14.3,2093,16.0,114652,2404.3,9.1,5586,40.4,20.5,13093,8.5,5611,21954,110942,14747.0,74.7869,99.179,97.3654,100.1089,97.6582,99.0906,98.1521,97.213,97.7296,94.313,103.5079,93.8915,101.5818,99.6075,98.5694
2012-01-01,10862.1,0.21403021,116.9,123.10799999999999,130.438,13776.131000000001,200.7,227.877,99.28399999999999,185.5,137.144894033174,134.165,227.842,2647.7259999999997,9730300000000.0,5.23,3.85,0.03,0.14,0.8,113.6,67740.0,224023.0,-5.0,1.4,605962,1.26,712.0,109.0,133.0,407.0,74.0,0.44,7.4,7.7,13.3,1956,17.7,114946,2428.9,8.9,5476,40.2,20.8,12797,8.3,5626,21946,111304,14817.1,75.3629,96.4789,98.8204,100.5837,98.9257,99.9112,99.6528,96.7501,98.525,95.6197,103.3385,98.4809,102.3665,100.4029,98.9447
2012-02-01,10953.5,0.43506488,117.7,123.397,130.953,13861.173999999999,201.6,228.03400000000002,99.439,187.3,137.006351318815,134.0,228.329,2733.303,9773100000000.0,5.14,3.85,0.09,0.17,1.3,115.1,69729.0,226122.0,4.6,1.35,613776,1.25,738.0,97.0,135.0,408.0,64.0,0.07,8.0,7.7,13.8,1989,17.1,115178,2470.9,8.9,5242,39.7,19.7,12813,8.3,5629,21947,111565,14795.3,75.5085,97.1722,98.4352,100.7065,99.4385,100.2312,99.895,99.1775,99.0167,97.7826,100.7733,103.1012,101.2442,100.2476,99.1363
2012-03-01,10951.8,0.38633347,118.6,123.84700000000001,131.905,13911.508999999998,204.2,228.47799999999998,99.59700000000001,186.4,136.603168244372,135.871,228.80700000000002,2684.414,9817800000000.0,5.23,3.99,0.08,0.18,0.5,116.1,69443.0,220455.0,10.8,1.22,612921,1.26,806.0,112.0,147.0,350.0,86.0,0.26,8.6,7.6,13.0,2104,17.2,115380,2466.4,8.7,5236,39.3,19.2,12713,8.2,5625,21943,111809,14826.1,75.0631,95.8441,98.4662,99.8076,99.3881,99.7542,99.5959,101.2199,99.0895,99.9092,98.3092,104.9087,99.639,99.7732,99.2281
2012-04-01,10979.7,0.34170921,118.5,124.139,132.284,13963.525,203.7,228.905,99.75299999999999,186.6,137.877640330455,138.477,229.187,2673.91,9872100000000.0,5.19,3.96,0.08,0.2,-0.6,117.2,67904.0,218051.0,-6.0,1.31,617237,1.26,732.0,125.0,150.0,400.0,78.0,-0.05,8.0,7.5,13.3,1994,14.5,115450,2472.5,8.7,5132,39.2,19.1,12646,8.2,5618,21931,111903,14837.7,75.4115,99.2382,98.6331,100.1387,100.2327,100.299,100.2212,100.4176,98.6078,99.3257,95.9166,102.6358,97.271,97.9792,98.3628
2012-05-01,10968.6,0.18193764,119.0,124.289,132.154,13975.696000000002,201.9,229.22400000000002,99.84899999999999,186.1,139.452167447472,141.05100000000004,228.713,2635.134,9903800000000.0,5.07,3.8,0.09,0.19,-0.1,117.8,69087.0,218474.0,4.3,1.25,618121,1.27,796.0,109.0,159.0,363.0,77.0,0.0,7.1,7.5,13.0,1950,14.2,115548,2482.4,8.7,5401,39.6,19.9,12660,8.2,5604,21911,112023,14834.4,75.0498,103.5264,99.0607,99.6921,99.9844,99.9027,99.075,99.731,99.0816,100.566,97.6406,101.7975,98.4788,99.0782,99.1659
2012-06-01,10946.3,0.09314162,119.0,124.41,131.95600000000002,13995.038,199.8,229.623,99.948,185.9,141.023516820931,143.168,228.524,2644.969,9973600000000.0,5.02,3.64,0.09,0.21,-1.0,117.7,66981.0,218603.0,-1.0,1.25,609376,1.29,794.0,97.0,211.0,369.0,80.0,-0.05,7.3,7.6,13.6,2024,12.8,115596,2505.9,8.7,5409,40.3,20.4,12692,8.2,5621,21930,112077,14817.5,75.1697,101.2925,99.2476,99.7949,100.4556,100.1181,100.0685,103.264,101.1557,103.9475,100.9705,103.6983,101.5205,101.9741,101.7406
2012-07-01,10977.2,0.08740785,118.4,124.439,131.731,13909.126,200.1,229.97,100.052,189.1,141.968195833076,144.27700000000004,228.59,2669.48,10046800000000.0,4.87,3.4,0.1,0.22,0.3,115.9,65108.0,223677.0,-7.1,1.36,618798,1.3,849.0,114.0,189.0,350.0,87.0,-0.01,6.9,7.6,13.4,2116,12.3,115712,2516.4,8.6,5210,39.3,17.5,12656,8.2,5632,21913,112246,14812.4,74.999,103.1008,100.3598,99.8027,100.2709,99.9738,99.4783,96.8476,100.3846,97.6209,101.7805,92.1389,99.8307,99.3107,100.2243
2012-08-01,11004.1,0.15424601,117.9,124.6,132.43,13867.317,202.7,230.233,100.111,186.8,142.9487615204,144.7,229.918,2669.84,10117900000000.0,4.91,3.48,0.1,0.2,1.3,115.6,63671.0,203112.0,8.9,1.26,622165,1.29,840.0,131.0,168.0,379.0,76.0,0.02,7.6,7.4,13.9,2059,11.3,115872,2519.9,8.6,5042,39.6,18.4,12471,8.1,5648,21916,112415,14817.4,74.7564,101.9505,99.0861,99.6759,100.0232,99.7761,100.6996,100.4524,101.2623,101.7929,103.1499,100.5357,102.6204,102.2413,101.8861
2012-09-01,11061.5,0.26116034,118.8,124.90899999999999,132.988,13943.928999999998,204.4,230.65900000000002,100.238,186.2,143.829213930805,144.356,231.015,2616.688,10200200000000.0,4.84,3.49,0.11,0.2,0.8,116.0,63851.0,216283.0,-2.3,1.29,622133,1.29,930.0,144.0,202.0,423.0,78.0,0.17,7.9,7.2,12.3,1943,11.9,116057,2489.5,8.3,4911,39.8,18.8,12115,7.8,5661,21925,112593,14853.7,74.6297,100.2075,100.543,100.0346,99.6284,99.7083,100.852,101.584,100.91,101.6755,100.1678,98.4789,99.8255,100.3046,100.8785
2012-10-01,11099.8,0.22222136,120.2,125.1,132.892,14046.983999999999,203.5,231.024,100.476,185.3,144.806025511699,143.97,231.638,2649.2059999999997,10261300000000.0,4.58,3.47,0.1,0.19,0.2,117.8,65817.0,217712.0,2.0,1.27,625933,1.29,887.0,161.0,231.0,445.0,78.0,0.07,8.5,7.2,13.1,1972,11.4,116205,2516.3,8.3,4988,39.6,19.9,12124,7.8,5674,21903,112774,14869.0,74.2794,102.024,102.1942,99.5189,99.452,99.353,100.5743,100.8885,100.6609,100.4655,97.7732,101.2797,98.478,99.1105,99.9859
2012-11-01,11136.8,0.12481184,120.8,125.01100000000001,132.208,14249.192,201.8,231.33,100.586,181.6,145.809670098458,143.966,231.24900000000002,2665.5240000000003,10319900000000.0,4.51,3.5,0.09,0.2,0.2,118.0,66737.0,218940.0,-5.0,1.33,622746,1.28,917.0,156.0,166.0,444.0,67.0,-0.08,7.6,7.1,12.9,1959,12.2,116356,2535.8,8.3,4805,39.0,18.6,12005,7.7,5684,21883,112950,14944.7,74.7314,101.0241,102.4351,99.7789,100.6176,100.0891,100.1953,99.7756,100.4362,101.1216,98.9332,98.2601,98.7975,99.5266,99.9465
