Date,pce,pcepricepressures,ppitottradeindu,cpiallitemcityexfoodenergy,cpiallitemcity,incomerealpersonal,ppiallcomm,cpiexfoodenergy,pceexfoodenergy,ppipulp,pricenationalhome20,pricenationalhome,cpiallitem,monbase,monm3,ratebaa,rateaaa,ratetb3m,ratenonfincp,retailexfood,ppitotretail,invneworder,invmanudgorder,invmanusales,invmanuinvtosales,invmanu,invtotalinvtosales,houspermits,housstartsMW,housstartsW,housstartsS,housstartsNE,empchicago_activity,empunleavers,empun20plus,empun20s,empunflows,empunconst,emptotsvcs,emptemphelp,empunemp,empunwks_27plus,empunwks_average,empunwks_median,empunlevel,empunrate,empcons,empgov,emptp,empft,manu,iput,ipmin,ipnm,ipdm,ipman,ipngm,ipdgm,ipm,ipbe,ipncs,ipdcg,ipcg,ippt,ipti
2015-12-01,12453.8,0.0148038,126.5,130.385,134.78799999999998,15400.998,183.5,244.547,104.979,177.4,183.857359646628,175.171,237.761,3816.145,12330100000000.0,5.46,3.97,0.23,0.36,0.2,123.9,59922.0,221066.0,0.7,1.41,619108,1.43,1213.0,165.0,243.0,592.0,157.0,0.14,10.3,4.6,9.2,1786,7.5,123359,2932.0,5.4,2127,27.9,11.0,7907,5.0,6630,22097,121000,15699.0,75.0158,97.1603,108.4074,99.9896,101.8971,100.5976,97.9541,100.5909,103.2152,94.1914,99.9528,107.4796,101.4616,98.0997,101.2859
2016-01-01,12480.5,0.01558314,127.4,130.763,134.966,15419.226,182.6,245.075,105.169,175.3,184.690681479717,175.08900000000003,237.827,3779.861,12458000000000.0,5.45,4.0,0.26,0.47,-0.4,124.5,61849.0,226398.0,-9.3,1.58,629819,1.43,1176.0,150.0,251.0,567.0,146.0,0.05,10.2,4.5,7.8,1660,8.5,123440,2888.4,5.2,2081,29.2,11.2,7721,4.9,6620,22118,121052,15724.7,75.471,101.2876,107.2529,100.8515,102.4597,101.2734,98.7739,100.4729,104.2824,93.3251,103.2583,112.5951,105.1346,100.0752,102.3635
2016-02-01,12550.2,0.07219195,127.3,131.33100000000002,134.953,15426.24,181.3,245.644,105.35,174.7,185.411508950073,175.33,237.514,3908.947,12534300000000.0,5.34,3.96,0.31,0.47,0.7,124.1,60788.0,217882.0,6.3,1.49,632254,1.43,1192.0,214.0,310.0,604.0,80.0,0.01,9.9,4.5,8.6,1555,8.7,123705,2885.6,5.2,2143,29.2,11.4,7746,4.9,6650,22144,121289,15771.9,74.951,100.7335,105.4133,100.3763,101.7532,100.6853,98.5664,101.6069,103.5958,94.8676,100.5057,119.1291,104.2781,99.6118,101.6587
2016-03-01,12539.9,0.05588082,127.4,131.731,135.655,15441.368,182.1,245.96400000000003,105.448,174.3,186.237008066427,176.645,237.99,3926.824,12597900000000.0,5.13,3.82,0.29,0.47,-0.3,124.4,60517.0,216926.0,11.3,1.33,627466,1.43,1113.0,161.0,261.0,539.0,154.0,0.0,10.6,4.6,8.8,1793,8.7,123946,2885.4,5.3,2215,28.4,11.4,7945,5.0,6680,22180,121482,15810.0,74.7529,97.0175,103.0563,100.7269,101.1381,100.5049,99.2314,102.3906,102.5726,94.4097,98.1861,118.4047,102.2853,98.0658,100.7653
2016-04-01,12624.8,0.06216167,127.5,132.066,136.332,15427.722,183.2,246.467,105.70100000000001,174.9,186.98137131055,178.53099999999995,238.835,3912.355,12687200000000.0,4.79,3.62,0.23,0.48,0.5,125.4,60503.0,225797.0,-6.8,1.44,631181,1.43,1152.0,203.0,236.0,601.0,120.0,-0.06,11.0,4.6,9.1,1713,6.0,124121,2881.8,5.4,2104,28.2,11.2,7975,5.0,6701,22186,121663,15813.6,74.3642,102.8125,101.0924,100.053,100.9888,100.116,98.7385,102.3724,101.848,94.7903,96.2484,121.9547,101.4738,97.508,100.2972
2016-05-01,12678.1,0.15219819,127.4,132.358,136.895,15419.398000000001,185.3,247.03599999999997,105.86,170.6,187.44452211688701,180.38,239.44,3858.6,12756000000000.0,4.68,3.65,0.27,0.48,0.3,124.8,59218.0,220851.0,2.7,1.4,632825,1.43,1188.0,189.0,271.0,589.0,82.0,-0.09,10.3,4.4,8.4,1760,5.2,124202,2861.6,5.2,1901,26.8,10.6,7668,4.8,6691,22197,121694,15813.1,74.2869,101.5026,101.3835,100.239,100.8628,100.1421,98.8512,101.8371,102.1715,94.2083,96.3409,116.7234,100.4707,96.7076,100.2612
2016-06-01,12761.9,0.23579855,128.2,132.495,137.329,15430.431,187.6,247.435,105.98100000000001,168.4,188.045003303933,181.963,240.144,3846.348,12823600000000.0,4.53,3.5,0.27,0.49,1.1,125.8,59724.0,208990.0,5.2,1.31,623869,1.41,1196.0,190.0,302.0,585.0,114.0,0.08,10.6,4.5,8.6,1757,4.6,124449,2878.3,5.2,2014,28.1,10.5,7786,4.9,6702,22184,121974,15843.6,74.4007,103.9572,101.179,100.1595,101.4818,100.397,99.0162,104.5964,105.4122,96.305,100.7603,121.7764,105.0168,100.286,103.6396
2016-07-01,12779.6,0.18401108,127.7,132.38,137.007,15476.982,187.7,247.791,106.193,169.8,188.66648666324002,183.078,240.111,3788.929,12882300000000.0,4.22,3.28,0.3,0.46,-0.1,125.2,60456.0,216738.0,-11.2,1.5,631219,1.41,1187.0,158.0,299.0,643.0,132.0,0.22,10.8,4.4,8.7,1652,4.5,124755,2882.9,5.1,1962,27.9,11.1,7658,4.8,6736,22285,122227,15859.2,74.4826,104.3048,101.3458,99.9997,102.0881,100.6511,98.0716,99.0219,104.2246,91.3502,101.3174,108.2278,102.6577,97.4507,101.9895
2016-08-01,12813.0,0.10720098,126.7,132.542,137.026,15491.877,186.6,248.37099999999998,106.40700000000001,171.7,189.45016124730802,183.727,240.595,3843.1079999999997,12969700000000.0,4.24,3.32,0.3,0.5,0.0,124.5,61821.0,220654.0,10.3,1.36,632999,1.41,1207.0,172.0,297.0,556.0,134.0,-0.13,11.3,4.5,8.3,1709,5.1,124915,2875.9,5.2,1981,27.5,10.7,7809,4.9,6737,22268,122379,15876.6,74.1191,106.5642,100.9934,99.854,101.5093,100.2757,98.563,103.0832,106.0189,94.4779,103.3542,119.8177,106.6644,101.0441,104.3858
2016-09-01,12874.5,0.14629431,127.9,132.738,137.328,15537.413,186.9,248.709,106.48899999999999,170.5,190.285135036106,184.025,241.06799999999998,3750.188,13030700000000.0,4.31,3.41,0.29,0.53,0.4,125.8,60102.0,219736.0,0.7,1.34,626377,1.41,1283.0,150.0,276.0,543.0,94.0,0.03,11.4,4.5,8.2,1730,5.2,125154,2904.4,5.3,1944,26.3,10.1,7967,5.0,6768,22303,122613,15885.4,74.3233,104.1893,100.6451,100.55,101.6219,100.6612,99.2992,103.1758,104.3922,94.3569,100.6766,119.2625,104.4257,99.6092,102.9563
2016-10-01,12912.8,0.12075089,128.4,133.032,137.536,15562.413,186.7,249.06799999999998,106.649,170.5,191.21085761699902,184.107,241.641,3608.1490000000003,13099300000000.0,4.38,3.51,0.33,0.58,0.4,127.2,60055.0,231303.0,-3.2,1.39,631018,1.4,1281.0,194.0,341.0,631.0,159.0,-0.01,12.1,4.5,8.3,1749,5.7,125272,2894.7,5.2,1962,26.4,10.1,7827,4.9,6798,22292,122769,15887.8,74.4709,101.261,103.0131,100.6433,102.1292,100.9745,99.8036,104.2459,103.6735,95.5899,98.2413,123.511,103.3655,99.3592,102.4192
2016-11-01,12942.0,0.18779801,128.2,132.972,137.253,15594.511,186.3,249.502,106.725,168.1,192.452230956022,184.328,241.993,3649.042,13169600000000.0,4.71,3.86,0.45,0.62,-0.3,126.2,60578.0,219574.0,-3.3,1.44,630467,1.41,1246.0,212.0,271.0,584.0,83.0,0.08,12.4,4.3,8.1,1765,5.7,125404,2903.3,5.0,1869,26.0,10.3,7488,4.7,6819,22290,122922,15862.3,74.461,99.2877,102.5411,100.8003,102.1439,101.068,100.4042,102.1593,103.1686,94.6051,97.7181,116.6052,101.5335,98.0019,101.474
2016-12-01,13024.5,0.26471316,128.0,132.81799999999998,137.221,15619.931,188.2,249.959,106.863,169.9,193.761532972373,184.505,242.71200000000002,3509.8740000000003,13198900000000.0,4.83,4.06,0.51,0.74,1.4,124.8,60470.0,224108.0,3.1,1.36,615222,1.39,1257.0,226.0,393.0,575.0,93.0,0.09,12.0,4.3,8.0,1757,7.4,125617,2903.0,4.9,1869,26.2,10.7,7495,4.7,6821,22308,123134,15892.4,74.6646,104.6393,102.7108,100.9673,102.6904,101.4204,98.9699,100.2778,103.1509,94.5416,103.5422,112.2719,105.2772,100.599,102.6494
2017-01-01,13079.4,0.15961947,128.5,133.343,138.035,15695.627,190.7,250.519,107.118,169.7,195.02869335508495,184.757,243.717,3594.328,13275400000000.0,4.66,3.92,0.51,0.8,0.9,125.8,62355.0,223049.0,-6.7,1.5,631030,1.38,1321.0,200.0,233.0,664.0,124.0,-0.01,11.8,4.3,7.9,1722,9.4,125762,2908.5,5.0,1842,25.1,10.3,7518,4.7,6847,22302,123325,15920.4,75.0568,98.9861,104.8529,101.3072,103.5503,102.0251,99.7097,101.0973,103.9893,93.4917,102.832,115.6946,105.4092,100.4208,102.661
2017-02-01,13090.6,0.17635397,128.2,133.81799999999998,138.403,15755.058,191.6,250.987,107.28200000000001,167.4,195.98252800500904,185.122,244.028,3781.494,13341100000000.0,4.64,3.95,0.52,0.77,-0.3,125.4,62687.0,222023.0,1.5,1.49,637152,1.38,1247.0,190.0,336.0,654.0,112.0,0.14,10.9,4.3,8.0,1727,8.8,125887,2899.3,4.9,1776,25.4,10.1,7399,4.6,6889,22319,123496,15880.4,74.9575,93.7271,106.7549,101.4105,103.3105,101.9735,99.8081,103.1484,104.29,95.0688,98.4363,122.695,103.3307,99.4044,102.2154
2017-03-01,13143.3,0.12401131,129.3,133.834,138.461,15829.723,191.5,250.894,107.166,169.7,196.86334040127,186.625,243.72099999999998,3887.717,13411400000000.0,4.68,4.01,0.74,0.87,-0.2,127.1,63108.0,228253.0,15.0,1.29,633057,1.39,1286.0,141.0,299.0,622.0,117.0,0.1,11.1,4.1,7.4,1553,8.4,125980,2912.2,4.7,1673,25.3,10.4,7088,4.4,6909,22325,123619,15862.2,74.7363,101.3086,107.4167,101.163,103.0554,101.6966,100.6862,104.1733,105.0248,96.9422,99.6227,124.262,104.594,100.7773,103.4862
2017-04-01,13185.7,0.06192301,129.8,133.953,138.81,15822.075,193.0,251.12900000000002,107.406,171.9,197.403773578317,188.631,244.058,3853.027,13476800000000.0,4.57,3.87,0.8,0.92,0.7,127.0,63572.0,228086.0,-8.6,1.42,639170,1.39,1245.0,198.0,303.0,565.0,86.0,0.14,11.0,4.0,7.4,1639,6.3,126156,2907.8,4.7,1655,24.3,10.2,7085,4.4,6916,22330,123811,15854.1,75.5688,100.6832,108.4874,102.1089,104.4525,102.8164,101.4792,103.3865,104.0981,97.9039,95.4199,121.7282,100.7289,98.4237,102.0092
2017-05-01,13201.0,0.04722374,130.1,134.054,138.922,15885.031,192.8,251.372,107.525,172.9,198.106026307159,190.632,243.926,3797.079,13530500000000.0,4.55,3.85,0.89,0.95,-0.5,126.9,63719.0,227201.0,6.5,1.34,640430,1.39,1201.0,163.0,316.0,559.0,86.0,-0.09,11.2,4.0,6.7,1658,5.3,126289,2931.4,4.7,1677,24.9,10.6,7059,4.4,6928,22332,123964,15824.8,75.4094,102.3941,109.2211,102.3858,103.8289,102.6406,102.1075,103.8461,105.374,98.9184,96.848,121.3103,101.785,99.5138,103.3433
2017-06-01,13250.8,0.07590826,129.7,134.13,138.989,15878.935,193.6,251.71400000000003,107.689,177.2,198.74536936702702,192.376,244.179,3797.151,13558100000000.0,4.37,3.68,0.98,1.1,0.5,126.4,63456.0,243829.0,2.7,1.29,632491,1.39,1317.0,208.0,334.0,530.0,160.0,0.21,11.5,4.0,7.4,1693,4.5,126462,2947.0,4.6,1700,25.1,9.8,6933,4.3,6955,22346,124166,15831.4,75.4808,101.6978,110.3644,102.6989,103.7735,102.7806,103.3875,106.6044,108.5651,100.4168,100.3309,123.4788,105.0041,102.1342,106.284
2017-07-01,13274.1,0.08363542,129.7,133.921,138.755,15926.788,193.5,252.00900000000001,107.785,179.1,199.81021527416303,193.635,244.328,3803.323,13618200000000.0,4.39,3.7,1.07,1.17,0.1,125.6,64123.0,224989.0,-10.4,1.46,643505,1.4,1255.0,161.0,298.0,619.0,118.0,0.03,10.8,3.9,7.3,1636,4.9,126671,2955.6,4.6,1738,24.9,10.4,6867,4.3,6960,22359,124368,15823.1,75.3415,102.6845,110.3619,102.8821,103.2694,102.5902,102.3063,100.1887,107.3254,95.3026,101.4331,108.1765,102.8139,99.3258,104.5709
2017-08-01,13317.3,0.05728685,130.0,134.15200000000002,139.128,15961.423999999999,193.8,252.562,107.926,184.3,200.75878370037103,194.478,245.304,3929.042,13673700000000.0,4.31,3.63,1.01,1.18,0.2,125.7,64555.0,229906.0,11.2,1.32,646655,1.39,1315.0,171.0,306.0,583.0,107.0,0.09,11.2,4.1,7.2,1739,4.7,126776,2955.9,4.7,1724,24.4,10.4,7097,4.4,6990,22357,124554,15822.9,75.1209,101.1434,109.6579,102.1605,103.4059,102.2912,100.6935,104.5645,108.1498,98.4499,102.6454,119.3905,106.0312,102.2996,106.1917
2017-09-01,13443.8,0.07549906,130.7,134.438,139.878,16012.947,194.8,252.888,108.09100000000001,187.4,202.16502795002202,194.95,246.445,3886.075,13716400000000.0,4.3,3.63,1.03,1.18,2.2,126.4,68024.0,242818.0,-0.8,1.33,647570,1.38,1261.0,185.0,325.0,552.0,101.0,0.07,10.9,3.9,7.6,1621,4.7,126768,2954.0,4.5,1714,25.7,10.1,6841,4.2,7004,22366,124563,15815.2,75.0138,100.8523,110.8609,100.9245,104.34,102.1373,96.3011,105.4495,106.2964,99.1871,100.2063,119.5137,104.1044,101.147,104.7308
2017-10-01,13501.3,0.08246424,132.0,134.76,139.782,16080.016000000001,194.9,253.53400000000002,108.39200000000001,188.0,203.374234595011,195.217,246.57,3871.663,13768900000000.0,4.32,3.6,1.07,1.21,0.3,129.3,67140.0,235856.0,0.1,1.35,654124,1.37,1349.0,200.0,295.0,623.0,143.0,0.14,11.3,3.7,7.2,1606,4.5,126990,2960.4,4.4,1622,25.5,9.7,6599,4.1,7027,22369,124827,15810.9,76.0138,103.4951,112.7433,103.2238,104.8612,103.5003,102.2687,106.3794,107.8053,101.0211,99.7374,123.9179,104.609,101.9493,105.7439
2017-11-01,13587.6,0.06347833,131.3,134.618,139.72,16139.777,195.9,253.855,108.486,188.9,204.683867930377,195.584,247.333,3925.692,13793900000000.0,4.27,3.57,1.23,1.28,0.7,127.5,65101.0,238976.0,-2.5,1.38,654206,1.35,1314.0,178.0,356.0,672.0,93.0,0.03,11.3,3.7,7.3,1603,5.0,127148,2967.0,4.4,1601,25.4,9.6,6697,4.2,7066,22393,125028,15816.1,76.2374,104.4586,114.6799,103.5703,105.18,103.7694,102.8573,105.5606,108.6031,99.5765,100.379,118.6194,104.0671,101.2687,105.6658
2017-12-01,13669.9,0.09159255,130.4,134.524,139.546,16212.511999999999,196.3,254.38,108.67,195.6,205.85174339213,195.985,247.847,3823.708,13835600000000.0,4.22,3.51,1.32,1.43,0.5,126.5,66707.0,245755.0,-0.8,1.37,642764,1.35,1315.0,175.0,362.0,592.0,90.0,0.04,11.0,3.7,7.0,1611,5.9,127225,2967.1,4.4,1515,24.0,9.1,6561,4.1,7093,22381,125170,15802.2,76.2207,106.7649,115.7468,103.7761,104.9974,103.711,102.1279,103.1935,108.702,97.4879,105.3318,112.9759,106.9145,102.6973,106.3932
2018-01-01,13697.7,0.10609332,130.6,135.054,140.239,16294.367,197.9,255.106,108.92299999999999,201.4,207.31059676416402,196.263,248.81599999999997,3825.077,13858300000000.0,4.26,3.55,1.41,1.59,0.2,126.0,66237.0,236368.0,-3.5,1.45,660215,1.36,1384.0,144.0,390.0,685.0,116.0,0.12,11.1,3.7,7.1,1549,7.3,127301,2971.8,4.3,1437,24.2,9.6,6582,4.1,7114,22355,125317,15785.5,75.9111,108.3479,114.7168,102.9062,105.0741,103.3243,100.0029,102.5671,108.1921,97.2646,106.9887,115.8192,108.8093,103.833,106.2251
2018-02-01,13712.2,0.16022246,131.6,135.58100000000002,140.805,16325.587,199.3,255.57,109.131,206.6,208.92379131421,197.056,249.475,3891.241,13892800000000.0,4.51,3.82,1.57,1.69,0.1,128.1,67522.0,248330.0,0.3,1.47,667814,1.36,1339.0,156.0,394.0,612.0,133.0,0.39,11.7,3.7,6.8,1557,7.8,127584,2985.4,4.3,1410,23.1,9.2,6641,4.1,7200,22406,125672,15821.0,76.6964,100.554,117.3375,103.8668,106.3477,104.4377,100.8635,106.0469,109.1712,99.3335,102.5633,125.0434,107.0912,103.2292,106.34
2018-03-01,13775.1,0.09770112,131.2,136.045,141.142,16375.125,199.3,256.075,109.34100000000001,212.1,209.89530300458802,198.723,249.41299999999998,3833.3190000000004,13952600000000.0,4.64,3.87,1.7,1.9,-0.2,127.8,66828.0,251696.0,13.9,1.28,663752,1.36,1406.0,184.0,398.0,628.0,122.0,0.11,13.4,3.7,6.7,1653,7.4,127724,2990.1,4.3,1333,24.1,9.0,6493,4.0,7205,22404,125850,15833.0,76.7024,104.4602,118.6537,103.6841,106.6412,104.4607,102.7541,107.6287,110.2736,100.1162,102.2863,127.929,107.4412,103.6852,107.3264
2018-04-01,13861.5,0.12101503,131.6,136.264,141.662,16384.746,200.3,256.487,109.509,215.9,210.30814949164002,200.761,249.957,3756.052,13989100000000.0,4.67,3.85,1.76,2.0,0.6,128.1,67882.0,248509.0,-5.5,1.37,670770,1.36,1376.0,159.0,349.0,662.0,97.0,0.09,12.7,3.6,6.8,1576,6.5,127814,2995.2,4.2,1316,22.9,9.9,6418,4.0,7223,22414,125977,15832.1,77.0397,108.7414,119.9414,104.3149,107.0536,104.9102,103.3567,108.4142,110.1803,101.4,99.5413,127.1904,105.0912,102.5221,106.8323
2018-05-01,13953.2,0.12494919,132.1,136.46,142.14600000000002,16406.018,203.2,257.057,109.735,216.6,210.838564909474,202.618,250.64,3695.453,14054900000000.0,4.83,4.0,1.86,2.03,1.1,128.2,68034.0,250389.0,5.2,1.31,673906,1.34,1321.0,239.0,334.0,651.0,108.0,0.17,13.7,3.5,7.0,1439,4.4,128021,2992.0,4.1,1193,21.1,9.4,6209,3.8,7266,22431,126238,15836.4,76.4219,105.4404,120.7917,104.136,105.6822,104.0846,103.9141,107.0005,110.9264,98.9935,97.8411,119.5893,102.2232,100.0135,106.2871
2018-06-01,14004.8,0.30381081,132.7,136.572,142.349,16450.592,204.2,257.422,109.87799999999999,217.1,211.33391603849498,204.224,251.176,3676.6420000000003,14120000000000.0,4.83,3.96,1.9,2.08,-0.1,128.9,68784.0,250063.0,2.0,1.27,665586,1.34,1306.0,164.0,345.0,567.0,104.0,0.05,12.2,3.7,7.5,1474,4.7,128190,2986.8,4.2,1457,21.2,8.6,6519,4.0,7282,22459,126429,15797.5,76.9691,104.6419,123.2572,104.4041,107.0522,104.7974,105.0001,109.9255,114.075,102.5495,101.8096,125.5724,106.5926,103.9514,109.7123
2018-07-01,14077.2,0.16720227,132.3,136.594,142.317,16501.04,204.3,257.902,110.064,219.0,211.675681920407,205.144,251.482,3631.0959999999995,14153000000000.0,4.79,3.87,1.96,2.12,0.5,127.9,69973.0,247899.0,-8.1,1.41,680361,1.35,1316.0,178.0,278.0,625.0,103.0,0.14,13.4,3.5,6.8,1549,3.4,128285,2986.0,4.1,1417,23.2,10.0,6180,3.8,7304,22462,126562,15785.4,77.2364,104.6064,124.3916,105.1354,107.2246,105.2254,104.903,104.3061,113.8573,97.9414,102.7268,111.1017,104.4769,101.3365,108.5215
2018-08-01,14128.3,0.1671582,132.0,136.588,142.317,16562.045,203.4,258.065,110.086,220.0,212.031127744397,205.513,251.905,3603.593,14197000000000.0,4.77,3.88,2.03,2.12,-0.4,128.1,69477.0,258372.0,9.6,1.29,680217,1.35,1267.0,187.0,335.0,658.0,99.0,0.04,14.2,3.5,6.8,1612,3.4,128477,2986.5,4.1,1321,22.6,9.3,6167,3.8,7335,22490,126778,15788.1,77.5066,105.9684,127.1482,104.8717,108.3958,105.6772,105.567,109.185,116.7045,102.7657,104.8411,124.2326,108.7652,105.5635,111.6802
2018-09-01,14138.1,0.04226456,131.9,136.814,142.489,16548.593,203.6,258.606,110.257,221.3,212.722834375331,205.56,252.261,3572.1609999999996,14228500000000.0,4.88,3.98,2.13,2.19,0.3,128.0,69184.0,262205.0,-2.3,1.32,681230,1.36,1288.0,171.0,355.0,570.0,140.0,0.03,12.2,3.4,7.0,1499,4.1,128514,2988.7,4.0,1372,23.5,9.1,6045,3.7,7355,22489,126859,15741.6,77.4407,105.553,128.4626,104.536,108.7358,105.6946,104.362,109.6513,115.496,103.0969,102.1688,124.4683,106.6635,104.2543,110.3348
2018-10-01,14221.1,0.07413255,133.9,137.1,142.7,16564.283,204.6,258.993,110.40899999999999,218.2,213.43464767387403,205.55900000000003,252.77700000000002,3560.1079999999997,14235400000000.0,5.07,4.14,2.25,2.31,1.2,130.5,69904.0,250552.0,1.9,1.3,686051,1.36,1281.0,187.0,338.0,596.0,90.0,0.1,11.9,3.4,6.8,1495,3.6,128665,2993.1,4.1,1363,22.3,9.4,6123,3.8,7378,22485,127064,15702.5,77.2898,108.2644,128.6303,104.174,108.8827,105.6096,104.8186,110.1203,114.5987,104.572,100.4195,126.5009,105.6602,104.0106,109.784
2018-11-01,14266.0,0.12764983,134.0,137.029,142.238,16580.853,202.3,259.488,110.616,221.0,213.82101046615398,205.30900000000003,252.662,3492.7309999999998,14245400000000.0,5.22,4.22,2.33,2.45,0.1,131.0,69052.0,251931.0,-5.9,1.38,682239,1.37,1334.0,144.0,286.0,663.0,109.0,0.07,11.7,3.4,6.6,1513,3.9,128786,2987.4,4.0,1263,22.0,8.8,6034,3.7,7376,22486,127197,15729.6,77.359,111.1731,129.701,104.2835,109.18,105.7933,104.7427,108.7973,115.1436,102.5155,102.195,120.7067,105.9396,103.7678,109.7341
2018-12-01,14148.6,0.07287813,133.9,136.83700000000002,141.69899999999998,16728.36,201.0,259.986,110.81200000000001,222.3,214.110445784728,204.904,252.653,3372.9109999999996,14351700000000.0,5.13,4.02,2.37,2.52,-2.3,130.8,67964.0,254801.0,-1.2,1.36,666065,1.39,1339.0,137.0,238.0,655.0,112.0,-0.04,13.2,3.5,7.2,1513,5.1,128917,2993.0,4.1,1311,22.0,9.4,6286,3.9,7402,22495,127370,15704.4,77.7732,103.5903,132.5287,104.7805,110.0499,106.4076,104.5422,107.5191,114.9322,100.9322,104.7158,115.8699,107.0053,104.29,109.9156
2019-01-01,14227.6,0.02932618,134.1,137.391,142.001,16790.073,199.1,260.566,110.852,211.7,214.315645412525,204.423,252.55,3342.825,14434600000000.0,5.12,3.93,2.37,2.55,1.6,129.7,68935.0,256134.0,-4.7,1.47,684455,1.39,1316.0,141.0,293.0,713.0,144.0,0.06,12.7,3.7,7.5,1519,6.4,129111,2964.8,4.2,1259,20.6,9.0,6516,4.0,7452,22506,127628,15696.5,77.2406,104.3991,132.0621,104.6999,108.9113,105.8163,103.7094,105.8936,114.655,100.5131,105.8585,115.4486,107.8389,104.6475,109.7224
